date,raceCourse,raceNo,going,raceName,road,money,class,dist,plc,horseNo,horseName,awt,dhw,draw,lbw,runPos,finishTime,odds,Chinese Name,Code,English Name,Former Name,Sire,Dam,Import Type,Country Of Origin,Age,Foaling Date,Jockey,J_Win,J_2nd,J_3rd,J_4th,J_5th,Total Rides,J_Stakes Won,Trainer,T_Win,T_2nd,T_3rd,T_4th,T_5th,Total Runs,T_Stakes Won,DamRank,SireRank,JockeyRank,TrainerRank
2019-03-24 00:00:00,ST,6,GOOD,HILLWOOD HANDICAP,TURF - "C+3" Course,1380000,Class 3,1000M,14,10.0,PRINCE HARMONY,118,1146,13,19-1/4,2 6 14,0:59.62,62,和諧小子 ,V012,PRINCE HARMONY,Milstead,Strategic,Bedizened,PPG,AUS,6.0,2012-08-14 00:00:00,K C Leung,7.0,7.0,8.0,7.0,9.0,553.0,60011150.0,W Y So,6.0,10.0,7.0,7.0,9.0,468.0,37629690.0,nan,nan,39.0,33.0
2019-03-24 00:00:00,ST,7,GOOD,THE KOWLOON CRICKET CLUB CENTENARY CUP (HANDICAP),TURF - "C+3" Course,1950000,Class 2,1600M,1,3.0,RIGHT CHOICE,117,1079,4,-,1 1 2 1,1:35.25,1.9,繽紛遊戲 ,C013,RIGHT CHOICE,Kispet,Mastercraftsman,Grand Belt,PPG,NZ,5.0,2014-02-11 00:00:00,S de Sousa,17.0,17.0,0.0,0.0,0.0,6.0,834240.0,F C Lor,15.0,11.0,11.0,9.0,8.0,432.0,62296860.0,nan,nan,52.0,48.0
2019-03-24 00:00:00,ST,7,GOOD,THE KOWLOON CRICKET CLUB CENTENARY CUP (HANDICAP),TURF - "C+3" Course,1950000,Class 2,1600M,2,1.0,TIME TO CELEBRATE,133,1051,8,NOSE,2 2 1 2,1:35.26,4.7,志趣相投 ,A367,TIME TO CELEBRATE,Time To Celebrate,Per Incanto,Silver Cent,PP,NZ,5.0,2013-10-21 00:00:00,J Moreira,20.0,15.0,12.0,11.0,8.0,660.0,162786520.0,J Size,17.0,13.0,10.0,11.0,7.0,508.0,176441240.0,nan,7.0,53.0,49.0
2019-03-24 00:00:00,ST,7,GOOD,THE KOWLOON CRICKET CLUB CENTENARY CUP (HANDICAP),TURF - "C+3" Course,1950000,Class 2,1600M,3,4.0,SICHUAN DAR,117,980,3,1/2,6 6 6 3,1:35.35,37,川河寶駒 ,T375,SICHUAN DAR,Affirmation,Not A Single Doubt,Apocrypha,PP,AUS,7.0,2011-09-29 00:00:00,K Teetan,9.0,9.0,12.0,10.0,10.0,588.0,70099585.0,A T Millard,12.0,8.0,10.0,10.0,8.0,291.0,47944320.0,nan,10.0,45.0,46.0
2019-03-24 00:00:00,ST,7,GOOD,THE KOWLOON CRICKET CLUB CENTENARY CUP (HANDICAP),TURF - "C+3" Course,1950000,Class 2,1600M,4,8.0,JADE FORTUNE,112,1101,2,3/4,5 4 4 4,1:35.37,147,翡翠福星 ,V020,JADE FORTUNE,Showboy,Showcasing,Shades Of Silk,PP,NZ,6.0,2012-08-15 00:00:00,H N Wong,7.0,6.0,5.0,6.0,7.0,367.0,26146425.0,K L Man,5.0,6.0,7.0,7.0,11.0,439.0,27281275.0,nan,10.0,39.0,30.0
2019-03-24 00:00:00,ST,7,GOOD,THE KOWLOON CRICKET CLUB CENTENARY CUP (HANDICAP),TURF - "C+3" Course,1950000,Class 2,1600M,5,5.0,WINNING FAITH,117,1246,9,3/4,7 8 8 5,1:35.38,39,威信 ,A253,WINNING FAITH,Biased Witness,Star Witness,My Central,PP,AUS,5.0,2013-10-17 00:00:00,nan,nan,nan,nan,nan,nan,nan,nan,C S Shum,10.0,8.0,9.0,7.0,7.0,488.0,63076620.0,nan,4.0,nan,45.0
2019-03-24 00:00:00,ST,7,GOOD,THE KOWLOON CRICKET CLUB CENTENARY CUP (HANDICAP),TURF - "C+3" Course,1950000,Class 2,1600M,6,6.0,DANCES WITH DRAGON,114,1081,1,1-1/4,8 7 7 6,1:35.47,20,與龍共舞 ,B129,DANCES WITH DRAGON,Hall Of Fame,Savabeel,Around The Clock,PP,NZ,5.0,2013-08-24 00:00:00,T H So,2.0,6.0,10.0,6.0,10.0,52.0,2163650.0,L Ho,7.0,8.0,8.0,7.0,9.0,467.0,38093795.0,nan,8.0,26.0,36.0
2019-03-24 00:00:00,ST,7,GOOD,THE KOWLOON CRICKET CLUB CENTENARY CUP (HANDICAP),TURF - "C+3" Course,1950000,Class 2,1600M,7,9.0,SACRED IBIS,113,1178,6,3-1/4,9 9 9 7,1:35.76,11,白鷺飛翔 ,A127,SACRED IBIS,----,O'Reilly,Flutter,PPG,NZ,5.0,2013-12-10 00:00:00,M Chadwick,5.0,8.0,5.0,9.0,9.0,386.0,28801650.0,P O'Sullivan,9.0,9.0,9.0,8.0,8.0,452.0,43964855.0,5.0,6.0,30.0,43.0
2019-03-24 00:00:00,ST,7,GOOD,THE KOWLOON CRICKET CLUB CENTENARY CUP (HANDICAP),TURF - "C+3" Course,1950000,Class 2,1600M,8,2.0,EASY GO EASY WIN,121,1132,5,3-1/2,3 5 5 8,1:35.83,3.9,得勝駒 ,B112,EASY GO EASY WIN,Easy Go Easy Win,Savabeel,Tootsie,PP,NZ,4.0,2014-09-19 00:00:00,Z Purton,21.0,17.0,10.0,9.0,7.0,635.0,181824240.0,J Moore,7.0,8.0,7.0,9.0,9.0,498.0,96764400.0,nan,8.0,54.0,36.0
2019-03-24 00:00:00,ST,7,GOOD,THE KOWLOON CRICKET CLUB CENTENARY CUP (HANDICAP),TURF - "C+3" Course,1950000,Class 2,1600M,9,7.0,EPIC,112,1072,7,3-1/2,4 3 3 9,1:35.83,25,贏得精綵 ,C114,EPIC,Merlin Magic,Camelot,Seattle Ribbon,PP,GB,4.0,2015-02-03 00:00:00,M F Poon,8.0,8.0,11.0,9.0,10.0,454.0,43238600.0,A S Cruz,9.0,9.0,9.0,13.0,9.0,583.0,139304960.0,nan,12.0,42.0,43.0
2019-03-24 00:00:00,ST,8,GOOD,GASCOIGNE HANDICAP,TURF - "C+3" Course,1380000,Class 3,1200M,1,5.0,HONEST WAY,122,1198,3,-,8 8 1,1:09.68,2.7,老實人 ,B200,HONEST WAY,----,Per Incanto,Our Foil,PPG,NZ,4.0,2014-11-20 00:00:00,U Rispoli,7.0,7.0,7.0,9.0,8.0,465.0,39452275.0,D E Ferraris,6.0,8.0,8.0,10.0,9.0,488.0,33464060.0,nan,7.0,39.0,33.0
2019-03-24 00:00:00,ST,8,GOOD,GASCOIGNE HANDICAP,TURF - "C+3" Course,1380000,Class 3,1200M,2,1.0,FLYING THUNDER,133,1050,2,SH,6 5 2,1:09.70,2.8,奔雷 ,B328,FLYING THUNDER,Archie McKellar,Archipenko,Desert Berry,PP,GB,3.0,2015-10-04 00:00:00,K Teetan,9.0,9.0,12.0,10.0,10.0,588.0,70099585.0,F C Lor,15.0,11.0,11.0,9.0,8.0,432.0,62296860.0,nan,nan,45.0,48.0
2019-03-24 00:00:00,ST,8,GOOD,GASCOIGNE HANDICAP,TURF - "C+3" Course,1380000,Class 3,1200M,3,6.0,SMART LEADER,122,1133,7,1-3/4,4 1 3,1:09.95,3.8,醒目勇駒 ,B456,SMART LEADER,Scarecrow,Delago Deluxe,Aemilee,PP,AUS,4.0,2014-10-28 00:00:00,J Moreira,20.0,15.0,12.0,11.0,8.0,660.0,162786520.0,A S Cruz,9.0,9.0,9.0,13.0,9.0,583.0,139304960.0,nan,nan,53.0,43.0
2019-03-24 00:00:00,ST,8,GOOD,GASCOIGNE HANDICAP,TURF - "C+3" Course,1380000,Class 3,1200M,4,10.0,HOME RUN,112,1179,4,1-3/4,9 9 4,1:09.98,14,財寶家駒 ,V101,HOME RUN,----,Hinchinbrook,Truly Kissed,PPG,AUS,6.0,2012-09-25 00:00:00,H N Wong,7.0,6.0,5.0,6.0,7.0,367.0,26146425.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,4.0,39.0,nan
2019-03-24 00:00:00,ST,8,GOOD,GASCOIGNE HANDICAP,TURF - "C+3" Course,1380000,Class 3,1200M,5,11.0,DALRADIAN,108,1117,6,4,10 10 5,1:10.31,104,靚跑得 ,A213,DALRADIAN,Dalradian,Reward For Effort,Miss Ireland,PP,AUS,5.0,2013-08-21 00:00:00,C Wong,9.0,8.0,9.0,9.0,6.0,145.0,14269950.0,C H Yip,7.0,7.0,8.0,8.0,8.0,535.0,41333450.0,11.0,8.0,45.0,36.0
2019-03-24 00:00:00,ST,8,GOOD,GASCOIGNE HANDICAP,TURF - "C+3" Course,1380000,Class 3,1200M,6,4.0,DIAMOND KING,124,1149,10,4-1/4,2 3 6,1:10.37,17,閃耀鑽皇 ,S347,DIAMOND KING,----,O'Reilly,The Dazzler,ISG,NZ,8.0,2011-03-09 00:00:00,K C Leung,7.0,7.0,8.0,7.0,9.0,553.0,60011150.0,T P Yung,9.0,7.0,5.0,7.0,6.0,351.0,31432560.0,nan,6.0,39.0,43.0
2019-03-24 00:00:00,ST,8,GOOD,GASCOIGNE HANDICAP,TURF - "C+3" Course,1380000,Class 3,1200M,7,7.0,FANTASTIC FABIO,121,1170,5,6-1/4,3 4 7,1:10.68,57,赤水神駒 ,V364,FANTASTIC FABIO,Fantastic Fellow,Hidden Dragon,Fantastic Flo Jo,PPG,AUS,5.0,2013-10-31 00:00:00,A Sanna,5.0,5.0,7.0,10.0,7.0,344.0,26315150.0,C H Yip,7.0,7.0,8.0,8.0,8.0,535.0,41333450.0,4.0,4.0,30.0,36.0
2019-03-24 00:00:00,ST,8,GOOD,GASCOIGNE HANDICAP,TURF - "C+3" Course,1380000,Class 3,1200M,8,9.0,EPTIMUM,114,1111,9,7-3/4,5 6 8,1:10.90,45,愛添滿 ,B305,EPTIMUM,Eptimum,Snitzel,Paramount,PP,AUS,4.0,2014-09-18 00:00:00,T H So,2.0,6.0,10.0,6.0,10.0,52.0,2163650.0,L Ho,7.0,8.0,8.0,7.0,9.0,467.0,38093795.0,nan,12.0,26.0,36.0
2019-03-24 00:00:00,ST,8,GOOD,GASCOIGNE HANDICAP,TURF - "C+3" Course,1380000,Class 3,1200M,9,3.0,BEST ALLIANCE,128,1082,1,8,7 7 9,1:10.95,21,紅粉彩影 ,C284,BEST ALLIANCE,Picture No Sound,Dark Angel,Little Audio,PP,IRE,3.0,2015-03-29 00:00:00,nan,nan,nan,nan,nan,nan,nan,nan,J Moore,7.0,8.0,7.0,9.0,9.0,498.0,96764400.0,nan,nan,nan,36.0
2019-03-24 00:00:00,ST,8,GOOD,GASCOIGNE HANDICAP,TURF - "C+3" Course,1380000,Class 3,1200M,10,8.0,THE ABRAXAS,115,1208,8,11-3/4,1 2 10,1:11.57,179,太陽戰馬 ,C212,THE ABRAXAS,Bel's Boy,Bon Hoffa,Beaten By The Bel,PP,AUS,4.0,2014-07-09 00:00:00,K C Ng,1.0,2.0,3.0,4.0,4.0,275.0,4990400.0,Y S Tsui,8.0,9.0,8.0,8.0,8.0,523.0,44427620.0,nan,nan,25.0,40.0
2019-03-24 00:00:00,ST,8,GOOD,GASCOIGNE HANDICAP,TURF - "C+3" Course,1380000,Class 3,1200M,WV,2.0,LONE EAGLE,132,---,---,---,---,---,---,鑽飛鷹 ,B309,LONE EAGLE,Lone Eagle,Zoffany,Green Mirage,PP,AUS,4.0,2014-10-10 00:00:00,nan,nan,nan,nan,nan,nan,nan,nan,A T Millard,12.0,8.0,10.0,10.0,8.0,291.0,47944320.0,nan,6.0,nan,46.0
2019-03-24 00:00:00,ST,9,GOOD,COX'S HANDICAP,ALL WEATHER TRACK,1380000,Class 3,1650M,1,8.0,CHUNG WAH SPIRIT,122,1077,4,-,4 3 3 1,1:39.34,2.2,中華之光 ,A168,CHUNG WAH SPIRIT,Cash Dash,Dash For Cash,Letter From France,PP,AUS,5.0,2013-08-09 00:00:00,Z Purton,21.0,17.0,10.0,9.0,7.0,635.0,181824240.0,C H Yip,7.0,7.0,8.0,8.0,8.0,535.0,41333450.0,nan,nan,54.0,36.0
2019-03-24 00:00:00,ST,9,GOOD,COX'S HANDICAP,ALL WEATHER TRACK,1380000,Class 3,1650M,2,5.0,GAMEPLAYER EMPEROR,124,1022,3,1-3/4,2 2 2 2,1:39.62,5.5,電玩皇者 ,B207,GAMEPLAYER EMPEROR,Luis Fernandez,Gio Ponti,Escape To Victory,PP,USA,3.0,2015-03-27 00:00:00,S de Sousa,17.0,17.0,0.0,0.0,0.0,6.0,834240.0,F C Lor,15.0,11.0,11.0,9.0,8.0,432.0,62296860.0,nan,nan,52.0,48.0
2019-03-24 00:00:00,ST,9,GOOD,COX'S HANDICAP,ALL WEATHER TRACK,1380000,Class 3,1650M,3,12.0,ULTIMATE GLORY,110,1283,5,4-1/4,5 6 7 3,1:40.03,10,歡樂小子 ,S235,ULTIMATE GLORY,Ultimate Glory,Exceed And Excel,Grilse,PP,AUS,8.0,2010-11-16 00:00:00,M F Poon,8.0,8.0,11.0,9.0,10.0,454.0,43238600.0,K L Man,5.0,6.0,7.0,7.0,11.0,439.0,27281275.0,nan,6.0,42.0,30.0
2019-03-24 00:00:00,ST,9,GOOD,COX'S HANDICAP,ALL WEATHER TRACK,1380000,Class 3,1650M,4,2.0,VOLPINO,132,1107,2,4-1/2,10 8 6 4,1:40.04,7.4,和平路 ,B161,VOLPINO,Volpino,Foxwedge,Bright Heart,PP,AUS,5.0,2013-08-14 00:00:00,U Rispoli,7.0,7.0,7.0,9.0,8.0,465.0,39452275.0,T P Yung,9.0,7.0,5.0,7.0,6.0,351.0,31432560.0,nan,nan,39.0,43.0
2019-03-24 00:00:00,ST,9,GOOD,COX'S HANDICAP,ALL WEATHER TRACK,1380000,Class 3,1650M,5,9.0,IMPERIAL CONCORDE,120,1093,1,5,7 5 4 5,1:40.14,12,威勢之寶 ,P425,IMPERIAL CONCORDE,Imperial Concorde,High Chaparral,Irish Style,PP,IRE,9.0,2010-01-28 00:00:00,K Teetan,9.0,9.0,12.0,10.0,10.0,588.0,70099585.0,F C Lor,15.0,11.0,11.0,9.0,8.0,432.0,62296860.0,nan,4.0,45.0,48.0
2019-03-24 00:00:00,ST,9,GOOD,COX'S HANDICAP,ALL WEATHER TRACK,1380000,Class 3,1650M,6,3.0,DRAGON COMMANDER,131,1072,8,6-1/4,3 4 5 6,1:40.35,162,皇龍司令 ,C208,DRAGON COMMANDER,Way Back,Motivator,Alamagna,PP,FR,4.0,2015-03-02 00:00:00,N Callan,6.0,8.0,9.0,8.0,11.0,423.0,36670300.0,D E Ferraris,6.0,8.0,8.0,10.0,9.0,488.0,33464060.0,nan,nan,35.0,33.0
2019-03-24 00:00:00,ST,9,GOOD,COX'S HANDICAP,ALL WEATHER TRACK,1380000,Class 3,1650M,7,4.0,OWNERS' STAR,131,1021,7,6-1/4,9 10 10 7,1:40.36,216,馬主星輝 ,B427,OWNERS' STAR,Iconic Sunset,Farhh,Manila Bay,PP,GB,4.0,2015-03-19 00:00:00,A Sanna,5.0,5.0,7.0,10.0,7.0,344.0,26315150.0,C S Shum,10.0,8.0,9.0,7.0,7.0,488.0,63076620.0,nan,nan,30.0,45.0
2019-03-24 00:00:00,ST,9,GOOD,COX'S HANDICAP,ALL WEATHER TRACK,1380000,Class 3,1650M,8,11.0,GREAT TREASURE,116,1032,12,6-1/2,12 12 12 8,1:40.39,21,佳運來 ,T380,GREAT TREASURE,Haparanda,Husson,Russian Belle,PP,AUS,7.0,2011-11-13 00:00:00,K C Leung,7.0,7.0,8.0,7.0,9.0,553.0,60011150.0,Y S Tsui,8.0,9.0,8.0,8.0,8.0,523.0,44427620.0,nan,nan,39.0,40.0
2019-03-24 00:00:00,ST,9,GOOD,COX'S HANDICAP,ALL WEATHER TRACK,1380000,Class 3,1650M,9,6.0,RICKFIELD,116,1087,10,7-3/4,11 11 11 9,1:40.56,25,英明神駒 ,V046,RICKFIELD,Ashlan,Dansili,Ashalanda,PP,FR,6.0,2012-08-04 00:00:00,C Wong,9.0,8.0,9.0,9.0,6.0,145.0,14269950.0,A T Millard,12.0,8.0,10.0,10.0,8.0,291.0,47944320.0,nan,nan,45.0,46.0
2019-03-24 00:00:00,ST,9,GOOD,COX'S HANDICAP,ALL WEATHER TRACK,1380000,Class 3,1650M,10,10.0,MIDNIGHT RATTLER,118,1145,11,7-3/4,1 1 1 10,1:40.57,47,彩福 ,T371,MIDNIGHT RATTLER,Midnight Rattler,Clang,Mezentseva,PP,AUS,7.0,2011-10-11 00:00:00,M Chadwick,5.0,8.0,5.0,9.0,9.0,386.0,28801650.0,J Moore,7.0,8.0,7.0,9.0,9.0,498.0,96764400.0,nan,nan,30.0,36.0
2019-03-24 00:00:00,ST,9,GOOD,COX'S HANDICAP,ALL WEATHER TRACK,1380000,Class 3,1650M,11,1.0,HANG'S DECISION,131,1109,9,8,6 7 9 11,1:40.60,20,恆駿寶駒 ,T262,HANG'S DECISION,----,Postponed,Bislieri,PPG,NZ,7.0,2011-09-15 00:00:00,C Y Ho,5.0,5.0,7.0,7.0,7.0,458.0,27797650.0,W Y So,6.0,10.0,7.0,7.0,9.0,468.0,37629690.0,nan,5.0,30.0,33.0
2019-03-24 00:00:00,ST,9,GOOD,COX'S HANDICAP,ALL WEATHER TRACK,1380000,Class 3,1650M,12,7.0,SUPER GIANT,123,1065,6,9-1/4,8 9 8 12,1:40.83,9.7,nan,nan,nan,nan,nan,nan,nan,nan,nan,NaT,J Moreira,20.0,15.0,12.0,11.0,8.0,660.0,162786520.0,C Fownes,7.0,8.0,8.0,9.0,9.0,522.0,47634720.0,nan,nan,53.0,36.0
2019-03-24 00:00:00,ST,10,GOOD,AUSTIN HANDICAP,TURF - "C+3" Course,1380000,Class 3,1400M,1,1.0,BEAUTY SPIRIT,133,1253,14,-,5 4 3 1,1:22.74,4.3,美麗精神 ,B409,BEAUTY SPIRIT,Valiant Spirit,Duporth,Graces Spirit,PP,AUS,4.0,2014-10-14 00:00:00,J Moreira,20.0,15.0,12.0,11.0,8.0,660.0,162786520.0,A S Cruz,9.0,9.0,9.0,13.0,9.0,583.0,139304960.0,nan,8.0,53.0,43.0
2019-03-24 00:00:00,ST,10,GOOD,AUSTIN HANDICAP,TURF - "C+3" Course,1380000,Class 3,1400M,2,11.0,HIGH VOLATILITY,113,1149,6,NOSE,1 1 1 2,1:22.74,29,勁有波幅 ,V081,HIGH VOLATILITY,The Barrister,Star Witness,Strikeline,PP,AUS,7.0,2012-03-11 00:00:00,H N Wong,7.0,6.0,5.0,6.0,7.0,367.0,26146425.0,K W Lui,12.0,9.0,10.0,7.0,7.0,382.0,46833915.0,nan,4.0,39.0,46.0
2019-03-24 00:00:00,ST,10,GOOD,AUSTIN HANDICAP,TURF - "C+3" Course,1380000,Class 3,1400M,3,3.0,RACING FIGHTER,130,1155,13,1-1/4,2 2 2 3,1:22.93,3.1,競技勇士 ,B285,RACING FIGHTER,As You Will,Mastercraftsman,Comme Tu Veux,PP,NZ,4.0,2014-04-11 00:00:00,Z Purton,21.0,17.0,10.0,9.0,7.0,635.0,181824240.0,C H Yip,7.0,7.0,8.0,8.0,8.0,535.0,41333450.0,nan,nan,54.0,36.0
2019-03-24 00:00:00,ST,10,GOOD,AUSTIN HANDICAP,TURF - "C+3" Course,1380000,Class 3,1400M,4,14.0,AMAZING,114,1118,3,1-1/2,3 3 4 4,1:22.98,10,美妙星 ,A202,AMAZING,Grincheux,Medaglia d'Oro,Pouter,PP,AUS,5.0,2013-08-27 00:00:00,M Chadwick,5.0,8.0,5.0,9.0,9.0,386.0,28801650.0,D E Ferraris,6.0,8.0,8.0,10.0,9.0,488.0,33464060.0,nan,10.0,30.0,33.0
2019-03-24 00:00:00,ST,10,GOOD,AUSTIN HANDICAP,TURF - "C+3" Course,1380000,Class 3,1400M,5,12.0,KIRAM,115,1151,1,2,6 5 5 5,1:23.07,9.8,奇真 ,T093,KIRAM,Kiram,Elusive City,King Luna,PP,FR,7.0,2011-12-04 00:00:00,C Y Ho,5.0,5.0,7.0,7.0,7.0,458.0,27797650.0,D E Ferraris,6.0,8.0,8.0,10.0,9.0,488.0,33464060.0,nan,6.0,30.0,33.0
2019-03-24 00:00:00,ST,10,GOOD,AUSTIN HANDICAP,TURF - "C+3" Course,1380000,Class 3,1400M,6,2.0,KINGS SHIELD,132,1121,5,2-1/4,7 8 7 6,1:23.09,20,黃金甲 ,C071,KINGS SHIELD,Kings Shield,Scat Daddy,Gender Dance,PP,USA,4.0,2015-01-22 00:00:00,K C Leung,7.0,7.0,8.0,7.0,9.0,553.0,60011150.0,F C Lor,15.0,11.0,11.0,9.0,8.0,432.0,62296860.0,nan,nan,39.0,48.0
2019-03-24 00:00:00,ST,10,GOOD,AUSTIN HANDICAP,TURF - "C+3" Course,1380000,Class 3,1400M,7,9.0,ROUNDABOUT,122,1129,11,2-3/4,13 13 12 7,1:23.16,12,飛星凱旋 ,T352,ROUNDABOUT,Roundabout,I Am Invincible,Fidele,PP,AUS,7.0,2011-09-11 00:00:00,nan,nan,nan,nan,nan,nan,nan,nan,A T Millard,12.0,8.0,10.0,10.0,8.0,291.0,47944320.0,nan,11.0,nan,46.0
2019-03-24 00:00:00,ST,10,GOOD,AUSTIN HANDICAP,TURF - "C+3" Course,1380000,Class 3,1400M,8,6.0,UNICORNBABY,125,1134,10,2-3/4,8 6 6 8,1:23.16,13,獨角寶寶 ,C203,UNICORNBABY,Mattymolls Gaga,Dragon Pulse,Clenaghcastle Lady,PP,IRE,3.0,2015-12-05 00:00:00,nan,nan,nan,nan,nan,nan,nan,nan,R Gibson,8.0,7.0,11.0,7.0,9.0,332.0,30533370.0,nan,nan,nan,40.0
2019-03-24 00:00:00,ST,10,GOOD,AUSTIN HANDICAP,TURF - "C+3" Course,1380000,Class 3,1400M,9,4.0,FARSHAD,122,1095,7,4-1/2,9 10 8 9,1:23.45,108,童話 ,B238,FARSHAD,Farshad,Kendargent,Forever Midnight,PP,GER,4.0,2014-03-25 00:00:00,K C Ng,1.0,2.0,3.0,4.0,4.0,275.0,4990400.0,Y S Tsui,8.0,9.0,8.0,8.0,8.0,523.0,44427620.0,nan,nan,25.0,40.0
2019-03-24 00:00:00,ST,10,GOOD,AUSTIN HANDICAP,TURF - "C+3" Course,1380000,Class 3,1400M,10,8.0,COOL TEAM,123,1014,4,4-3/4,11 12 13 10,1:23.49,9.7,心多多 ,B264,COOL TEAM,Cool Team,Tamayuz,Coolminx,PP,IRE,4.0,2014-10-02 00:00:00,K Teetan,9.0,9.0,12.0,10.0,10.0,588.0,70099585.0,P O'Sullivan,9.0,9.0,9.0,8.0,8.0,452.0,43964855.0,nan,nan,45.0,43.0
2019-03-24 00:00:00,ST,10,GOOD,AUSTIN HANDICAP,TURF - "C+3" Course,1380000,Class 3,1400M,11,10.0,FIRST RESPONDER,116,1149,8,5-3/4,12 11 10 11,1:23.64,15,會長之星 ,C205,FIRST RESPONDER,Carbon Fibre,Helmet,Capote West,PP,IRE,3.0,2016-03-14 00:00:00,S de Sousa,17.0,17.0,0.0,0.0,0.0,6.0,834240.0,J Moore,7.0,8.0,7.0,9.0,9.0,498.0,96764400.0,nan,3.0,52.0,36.0
2019-03-24 00:00:00,ST,10,GOOD,AUSTIN HANDICAP,TURF - "C+3" Course,1380000,Class 3,1400M,12,7.0,CONFUCIUS DAY,123,1145,12,5-3/4,14 14 11 12,1:23.66,129,紅褲日 ,C272,CONFUCIUS DAY,Scream Park,Ocean Park,Cassata,PP,NZ,4.0,2014-04-11 00:00:00,U Rispoli,7.0,7.0,7.0,9.0,8.0,465.0,39452275.0,C W Chang,4.0,4.0,9.0,6.0,7.0,356.0,16814650.0,nan,nan,39.0,28.0
2019-03-24 00:00:00,ST,10,GOOD,AUSTIN HANDICAP,TURF - "C+3" Course,1380000,Class 3,1400M,13,13.0,MCMUNIGAL,114,1018,2,25-3/4,4 7 9 13,1:26.84,252,天賦威力 ,B335,MCMUNIGAL,McMunigal,Epaulette,Picture Of Lily,PP,IRE,4.0,2015-02-26 00:00:00,T H So,2.0,6.0,10.0,6.0,10.0,52.0,2163650.0,D J Hall,5.0,10.0,8.0,8.0,7.0,386.0,29685140.0,nan,nan,26.0,30.0
2019-03-24 00:00:00,ST,10,GOOD,AUSTIN HANDICAP,TURF - "C+3" Course,1380000,Class 3,1400M,PU,5.0,MR WEALTH,125,1145,9,---,10 9 14,---,24,發財先生 ,B265,MR WEALTH,Moolazim,Tamayuz,Empire Rose,PP,GB,4.0,2014-03-28 00:00:00,N Callan,6.0,8.0,9.0,8.0,11.0,423.0,36670300.0,K L Man,5.0,6.0,7.0,7.0,11.0,439.0,27281275.0,nan,nan,35.0,30.0
2019-03-20 00:00:00,HV,1,GOOD,BRIAR HANDICAP,TURF - "C" Course,690000,Class 5,1650M,1,3.0,RIGHTEOUS MATE,131,1195,9,-,6 6 6 1,1:39.92,11,鑽飾神聖 ,A419,RIGHTEOUS MATE,Righteous Mate,Savabeel,Mill Duckie,PP,NZ,5.0,2013-10-13 00:00:00,K Teetan,9.0,9.0,12.0,10.0,10.0,588.0,70099585.0,A T Millard,12.0,8.0,10.0,10.0,8.0,291.0,47944320.0,nan,8.0,45.0,46.0
2019-03-20 00:00:00,HV,1,GOOD,BRIAR HANDICAP,TURF - "C" Course,690000,Class 5,1650M,2,12.0,BONITO,113,1125,7,N,4 4 4 2,1:39.97,15,駿驫 ,V319,BONITO,----,O'Reilly,Lafleur,ISG,NZ,6.0,2012-10-16 00:00:00,nan,nan,nan,nan,nan,nan,nan,nan,L Ho,7.0,8.0,8.0,7.0,9.0,467.0,38093795.0,nan,6.0,nan,36.0
2019-03-20 00:00:00,HV,1,GOOD,BRIAR HANDICAP,TURF - "C" Course,690000,Class 5,1650M,3,11.0,LUCKY STORM,116,1119,3,1-1/2,1 1 1 3,1:40.15,4.3,好運齊來 ,B124,LUCKY STORM,Lucky Storm,Red Arrow,Eurostorm,PPG,AUS,5.0,2013-10-20 00:00:00,M F Poon,8.0,8.0,11.0,9.0,10.0,454.0,43238600.0,C S Shum,10.0,8.0,9.0,7.0,7.0,488.0,63076620.0,nan,nan,42.0,45.0
2019-03-20 00:00:00,HV,1,GOOD,BRIAR HANDICAP,TURF - "C" Course,690000,Class 5,1650M,4,2.0,BINGO HERO,131,1276,6,3-1/2,12 10 10 4,1:40.47,4.6,藍天兵馬 ,A389,BINGO HERO,State Witness,Star Witness,Our Contessina,PPG,AUS,5.0,2013-08-31 00:00:00,Z Purton,21.0,17.0,10.0,9.0,7.0,635.0,181824240.0,Y S Tsui,8.0,9.0,8.0,8.0,8.0,523.0,44427620.0,nan,4.0,54.0,40.0
2019-03-20 00:00:00,HV,1,GOOD,BRIAR HANDICAP,TURF - "C" Course,690000,Class 5,1650M,5,7.0,SHOWING CHARACTER,127,1096,8,3-1/2,3 3 3 5,1:40.49,11,金飯碗 ,T289,SHOWING CHARACTER,Showing Character,Showcasing,Lalectra,PP,GB,6.0,2012-04-15 00:00:00,U Rispoli,7.0,7.0,7.0,9.0,8.0,465.0,39452275.0,D E Ferraris,6.0,8.0,8.0,10.0,9.0,488.0,33464060.0,nan,10.0,39.0,33.0
2019-03-20 00:00:00,HV,1,GOOD,BRIAR HANDICAP,TURF - "C" Course,690000,Class 5,1650M,6,8.0,LIGHTNING MISSILE,126,1157,11,5,9 8 7 6,1:40.74,53,雷霆導彈 ,A281,LIGHTNING MISSILE,----,Smart Missile,Venetian Lady,PPG,AUS,5.0,2013-11-09 00:00:00,N Callan,6.0,8.0,9.0,8.0,11.0,423.0,36670300.0,K L Man,5.0,6.0,7.0,7.0,11.0,439.0,27281275.0,nan,6.0,35.0,30.0
